商品,日期,总库存,增持/减持,总价值
黄金,2013/5/23,1018.57,-1.5,45192062884.42
黄金,2013/5/22,1020.07,-3.01,46177588348.63
黄金,2013/5/21,1023.08,-8.42,44743633981.45
黄金,2013/5/20,1031.5,-6.91,44913515006.1
黄金,2013/5/17,1038.41,-3.01,45683673531.34
黄金,2013/5/16,1041.42,-5.71,46226678769.31
黄金,2013/5/15,1047.13,-4.52,47457214019.31
黄金,2013/5/10,1051.65,-2.53,48222241839.79
黄金,2013/5/9,1054.18,2.71,49641145891.06
黄金,2013/5/8,1051.47,-6.32,49598663634.66
黄金,2013/5/7,1057.79,-4.51,49089603244.29
黄金,2013/5/6,1062.3,-3.31,50153477240
黄金,2013/5/3,1065.61,-3.6,50311416921.4
黄金,2013/5/2,1069.21,-6.02,50482469170.27
黄金,2013/5/1,1075.23,-3.31,50265932624.36
黄金,2013/4/30,1078.54,-2.1,50915370152.45
黄金,2013/4/29,1080.64,-2.41,50963257613.21
黄金,2013/4/26,1083.05,-7.22,51217760120.59
黄金,2013/4/25,1090.27,-2.71,50841279684.04
黄金,2013/4/24,1092.98,-4.21,50177476856.82
黄金,2013/4/23,1097.19,-7.52,49648292181.73
黄金,2013/4/22,1104.71,-18.35,50575308522.28
黄金,2013/4/19,1123.06,-9.93,50731338293.05
黄金,2013/4/18,1132.99,-1.8,50752475419.73
黄金,2013/4/17,1134.79,-11.13,50770064802.05
黄金,2013/4/16,1145.92,-8.42,50826658218.57
黄金,2013/4/15,1154.34,-4.22,51757644637.17
黄金,2013/4/12,1158.56,-22.86,57181811073.31
黄金,2013/4/11,1181.42,-2.11,59431757788.09
黄金,2013/4/10,1183.53,-16.84,59918891915.64
黄金,2013/4/9,1200.37,-4.94,60859547550.66
黄金,2013/4/5,1205.31,-0.91,60732613230.94
黄金,2013/4/3,1206.22,-2.7,61041212139.27
黄金,2013/4/2,1208.92,-8.13,61519081204
黄金,2013/4/1,1217.05,-4.21,62510516263.53
黄金,2013/3/21,1221.26,-0.9,63343156043.24
黄金,2013/3/19,1222.16,2.71,63273500202.89
黄金,2013/3/18,1219.45,-13.55,62859483956.67
黄金,2013/3/15,1233,-3.31,63232785663.38
黄金,2013/3/12,1236.31,-0.42,63345055172.55
黄金,2013/3/11,1236.73,-3.01,62749318115.43
黄金,2013/3/8,1239.74,-3.31,63013786668.37
黄金,2013/3/7,1243.05,-1.81,63092920474.61
黄金,2013/3/5,1244.86,-8.42,63196013615.38
黄金,2013/3/4,1253.28,-0.6,63403125256.76
黄金,2013/3/1,1253.88,-0.61,63758194679.23
黄金,2013/2/28,1254.49,-3.91,64041598547.02
黄金,2013/2/27,1258.4,-12.04,64879370578.91
黄金,2013/2/26,1270.44,-2.41,64939460924.39
黄金,2013/2/25,1272.85,-7.82,64889386959.25
黄金,2013/2/22,1280.67,-9.64,64889199297.72
黄金,2013/2/21,1290.31,-8.88,65398890959.85
黄金,2013/2/20,1299.19,-20.77,66307315632.08
黄金,2013/2/19,1319.96,-3.01,68185782768.42
黄金,2013/2/14,1322.97,-3.02,69972101569.22
黄金,2013/2/13,1325.99,-0.9,70089555559.36
黄金,2013/2/8,1326.89,-3.01,71133054815.48
黄金,2013/2/7,1329.9,1.81,71284629268.56
黄金,2013/1/28,1328.09,-1.81,70704517615.74
黄金,2013/1/25,1329.9,-1.81,70952718638.63
黄金,2013/1/24,1331.71,-2.4,71520894656.11
黄金,2013/1/23,1334.11,-1.81,72476792814.32
黄金,2013/1/22,1335.92,3.31,72586510829.8
黄金,2013/1/17,1332.61,-1.81,71746346928.84
黄金,2013/1/16,1334.42,-2.41,71898067950.75
黄金,2013/1/15,1336.83,-0.9,72211361939.54
黄金,2013/1/10,1337.73,-2.11,72027544635.28
黄金,2013/1/8,1339.84,-0.9,71324184298.21
黄金,2013/1/7,1340.74,-1.35,70909680780.98
黄金,2013/1/4,1342.09,1.81,71078470672.59
黄金,2013/1/3,1340.28,-9.64,72340874457.66
黄金,2013/1/2,1349.92,-0.9,73480577641.65
黄金,2012/12/21,1350.82,0.3,71704342266.9
黄金,2012/12/17,1350.52,-0.9,73612875345.04
黄金,2012/12/11,1351.42,-1.93,74286157252.72
黄金,2012/12/7,1353.35,1.81,74002379642.15
黄金,2012/12/5,1351.54,0.3,73579206708.59
黄金,2012/12/4,1351.24,2.41,73726517141.37
黄金,2012/11/30,1348.83,1.81,74823307085.92
黄金,2012/11/28,1347.02,1.21,73945078816.35
黄金,2012/11/27,1345.81,3.61,75534752022.84
黄金,2012/11/19,1342.2,-0.43,74658653247.28
黄金,2012/11/16,1342.63,3.01,73927254789.6
黄金,2012/11/15,1339.62,3.32,73611301419.07
黄金,2012/11/14,1336.3,-2.41,74106532724.05
黄金,2012/11/9,1338.71,-0.91,74782395223.22
黄金,2012/11/8,1339.62,2.41,73918506552.89
黄金,2012/11/7,1337.21,2.72,73710981765.66
黄金,2012/11/6,1334.49,2.11,72521752497.25
黄金,2012/11/5,1332.38,-3.92,72086567425.32
黄金,2012/10/26,1336.3,-0.6,73702957603.51
黄金,2012/10/22,1336.9,2.71,74201507381.32
黄金,2012/10/19,1334.19,0.3,74493019219.15
黄金,2012/10/15,1333.89,-6.63,74436576484.18
黄金,2012/10/8,1340.52,7.08,76428784679.03
黄金,2012/10/4,1333.44,9.04,76784773291.37
黄金,2012/10/3,1324.4,1.81,75561982869.74
黄金,2012/10/1,1322.59,1.81,75960025711.56
黄金,2012/9/26,1320.78,-10.55,74066093454.96
黄金,2012/9/25,1331.33,4.52,75803893441.72
黄金,2012/9/24,1326.81,9.05,75163192638.45
黄金,2012/9/21,1317.76,9.35,75585149725.4
黄金,2012/9/20,1308.41,3.01,73955922291.8
黄金,2012/9/19,1305.4,2.11,74132496237.19
黄金,2012/9/18,1303.29,1.81,74128635583.17
黄金,2012/9/14,1301.48,9.05,74280007904.02
黄金,2012/9/13,1292.43,3.01,72008769822.87
黄金,2012/9/12,1289.42,-3.72,71996966574.93
黄金,2012/9/4,1293.14,3.62,70525454209.46
黄金,2012/8/28,1289.52,3.02,69130954917.13
黄金,2012/8/23,1286.5,4.52,68859227931.9
黄金,2012/8/22,1281.98,3.02,67659450898.13
黄金,2012/8/21,1278.96,4.22,67398152701.61
黄金,2012/8/17,1274.74,11.16,66164105540.61
黄金,2012/8/16,1263.58,5.43,65168987766.06
黄金,2012/8/10,1258.15,3.21,65459473306.63
黄金,2012/8/3,1254.94,3.02,64610333008.92
黄金,2012/7/31,1251.92,3.31,65262067469.65
黄金,2012/7/27,1248.61,-3.92,64941300859
黄金,2012/7/25,1252.53,-2.11,64452136393.12
黄金,2012/7/20,1254.64,-2.41,63565972463.21
黄金,2012/7/19,1257.05,-9.06,64002219520.48
黄金,2012/7/16,1266.11,-3.62,64699393011.45
黄金,2012/7/12,1269.73,-1.51,63519742341.02
黄金,2012/7/10,1271.24,-4.22,65190623676
黄金,2012/7/9,1275.46,-3.62,64987696224.58
黄金,2012/7/6,1279.08,-0.43,65256619163.8
黄金,2012/6/29,1279.51,-2.11,65734737787.06
黄金,2012/6/18,1281.62,4.23,66551629164.24
黄金,2012/6/14,1277.39,3.02,66252918781.43
黄金,2012/6/12,1274.37,-0.42,65688052724.44
黄金,2012/6/6,1274.79,0.91,66983367388.28
黄金,2012/6/1,1273.88,3.62,65751623835.55
黄金,2012/5/24,1270.26,2.11,64038665122.22
黄金,2012/5/23,1268.15,2.72,63137727037.44
黄金,2012/5/22,1265.43,-17.51,64366030329.41
黄金,2012/5/18,1282.94,4.23,65548614661.31
黄金,2012/5/17,1278.71,2.11,63873827805.04
黄金,2012/5/16,1276.6,-0.51,63543181223.3
黄金,2012/5/10,1277.11,2.12,65600415285.36
黄金,2012/5/7,1274.99,0.9,67348822751.58
黄金,2012/5/1,1274.09,-4.22,68134861052.16
黄金,2012/4/30,1278.31,-6.05,67837795261.04
黄金,2012/4/27,1284.36,2.42,68666554258.66
黄金,2012/4/23,1281.94,-4.23,67118365024.39
黄金,2012/4/10,1286.17,-0.45,67969796016.77
黄金,2012/3/27,1286.62,-2.12,69965807277.91
黄金,2012/3/26,1288.74,6.05,69594770327.9
黄金,2012/3/22,1282.69,-7.56,67425862970.49
黄金,2012/3/20,1290.25,-3.02,68706042954.09
黄金,2012/3/13,1293.27,-0.41,70254778115.43
黄金,2012/2/29,1293.68,9.07,73592223807.13
黄金,2012/2/24,1284.61,1.81,73390036951.54
黄金,2012/2/23,1282.8,1.21,73266582467.61
黄金,2012/2/21,1281.59,0.31,72004175950.96
黄金,2012/2/16,1281.28,3.02,70549272793.62
黄金,2012/2/14,1278.26,-0.39,70754228534.78
黄金,2012/2/10,1278.65,0.31,70325658877.69
黄金,2012/2/9,1278.34,1.2,71809945518.66
黄金,2012/2/2,1277.14,6.05,71870620610.85
黄金,2012/1/27,1271.09,9.98,70513224606.52
黄金,2012/1/26,1261.11,1.51,70000898214.51
黄金,2012/1/25,1259.6,9.07,66799427606.68
黄金,2012/1/23,1250.53,-5.14,67344983810.84
黄金,2012/1/17,1255.67,1.51,66839003007.06
黄金,2012/1/11,1254.16,-0.41,65895926430.52
黄金,2011/12/22,1254.57,-13.31,64780620752.6
黄金,2011/12/21,1267.88,-12.1,65529809105.18
黄金,2011/12/15,1279.98,-14.82,64760375623.95
黄金,2011/12/12,1294.8,-0.6,69071861155.17
黄金,2011/12/9,1295.4,-0.41,71168045704.04
黄金,2011/12/7,1295.81,-2.12,72273637041.64
黄金,2011/12/1,1297.93,-0.6,73085080689.02
黄金,2011/11/30,1298.53,1.21,72869465142.49
黄金,2011/11/22,1297.32,6.05,70847360778.48
黄金,2011/11/21,1291.27,-1.82,70642156726.13
黄金,2011/11/18,1293.09,3.63,71450583605.85
黄金,2011/11/17,1289.46,12.1,72224952935.91
黄金,2011/11/16,1277.36,9.08,72102146730.26
黄金,2011/11/14,1268.28,-0.39,72406799625.95
黄金,2011/11/10,1268.67,1.52,71594183614.08
黄金,2011/11/9,1267.15,3.02,72650277354.89
黄金,2011/11/8,1264.13,8.48,72924586482.03
黄金,2011/11/7,1255.65,10.59,71911603075.94
黄金,2011/11/4,1245.06,1.51,69986144888.43
黄金,2011/10/27,1243.55,-0.61,68667711412.65
黄金,2011/10/25,1244.16,10.6,66222589868.03
黄金,2011/10/24,1233.56,6.05,65500726877.14
黄金,2011/10/13,1227.51,-0.48,65344961693.56
黄金,2011/10/10,1227.99,-1.52,65544524612.3
黄金,2011/10/4,1229.51,-2.72,64720418048.05
黄金,2011/10/3,1232.23,0.3,65557901756.66
黄金,2011/9/29,1231.93,-9.99,63861282038.44
黄金,2011/9/27,1241.92,-4.84,66217485243.27
黄金,2011/9/26,1246.76,-5.45,64031397228.12
黄金,2011/9/20,1252.21,0.3,72408066281.23
黄金,2011/9/16,1251.91,10.6,72192471522.84
黄金,2011/9/13,1241.31,-0.61,72621266207.79
黄金,2011/9/9,1241.92,10.51,73897713175.08
黄金,2011/9/8,1231.41,-0.9,73408179821.38
黄金,2011/8/30,1232.31,1.51,72281006961.78
黄金,2011/8/26,1230.8,-1.51,70731139466.58
黄金,2011/8/24,1232.31,-27.26,70106546960.37
黄金,2011/8/23,1259.57,-24.83,75950980961.26
黄金,2011/8/22,1284.4,-6.36,77511602759.04
黄金,2011/8/19,1290.76,3.93,76673809508.35
黄金,2011/8/18,1286.83,14.85,75447775899.29
黄金,2011/8/17,1271.98,9.08,73187865266.65
黄金,2011/8/16,1262.9,2.73,72361240659.64
黄金,2011/8/12,1260.17,-12.72,70324146399.17
黄金,2011/8/11,1272.89,-23.63,72017123918.29
黄金,2011/8/10,1296.52,-0.38,73854964599.14
黄金,2011/8/9,1296.9,-13.02,72354697364.73
黄金,2011/8/8,1309.92,23.62,71271467987.54
黄金,2011/8/3,1286.3,4.55,69007098493.89
黄金,2011/8/2,1281.75,18.17,67465906406.61
黄金,2011/7/29,1263.58,0.61,66136059466.4
黄金,2011/7/28,1262.97,18.17,65495975965.17
黄金,2011/7/27,1244.8,3.03,65014090576.98
黄金,2011/7/22,1241.77,-0.91,63941096777.12
黄金,2011/7/21,1242.68,-3.33,63948653675.75
黄金,2011/7/19,1246.01,-3.33,64121580210.79
黄金,2011/7/18,1249.34,13.33,64213481002.67
黄金,2011/7/15,1236.01,10.6,63053414426.53
黄金,2011/7/12,1225.41,20,61076403342.23
黄金,2011/7/8,1205.41,-0.4,59733438304.25
黄金,2011/7/1,1205.81,-2.42,57470000538.8
黄金,2011/6/29,1208.23,-0.91,58412323107.67
黄金,2011/6/17,1209.14,9.09,59756671340.14
黄金,2011/6/13,1200.05,-0.91,58875785202.17
黄金,2011/6/10,1200.96,-10.61,59038175168.53
黄金,2011/6/8,1211.57,-1.3,59892124123.32
黄金,2011/6/1,1212.87,2.13,59785707149.22
黄金,2011/5/31,1210.74,-2.43,59788784473.86
黄金,2011/5/27,1213.17,-0.91,59774677267.92
黄金,2011/5/24,1214.08,4.55,59587251642.35
黄金,2011/5/23,1209.53,7.58,58723026959.21
黄金,2011/5/20,1201.95,10.61,57593678668.95
黄金,2011/5/18,1191.34,-0.91,57306651050.28
黄金,2011/5/13,1192.25,-0.91,57708124478.59
黄金,2011/5/12,1193.16,-7.88,57129414755.57
黄金,2011/5/11,1201.04,-0.91,58221893790.34
黄金,2011/5/9,1201.95,-3.44,58035405362.86
黄金,2011/5/6,1205.39,-3.03,57583017941.9
黄金,2011/5/5,1208.42,-11.52,58680421117.28
黄金,2011/5/4,1219.94,-4.55,60417442186.78
黄金,2011/5/3,1224.49,-5.15,60613906486.77
黄金,2011/4/21,1229.64,-0.61,59443939262.66
黄金,2011/4/19,1230.25,-0.91,58940592087.1
黄金,2011/4/15,1231.16,18.2,58442495941.14
黄金,2011/4/13,1212.96,-3.34,56829146900.14
黄金,2011/4/12,1216.3,-0.91,56712353938
黄金,2011/4/7,1217.21,11.74,57110134479.66
黄金,2011/4/6,1205.47,-7.28,56619016726.38
黄金,2011/4/5,1212.75,1.52,55869916371.25
黄金,2011/3/31,1211.23,-0.61,56017247422.78
黄金,2011/3/28,1211.84,-2.12,55189981917.08
黄金,2011/3/24,1213.96,-0.91,56460057054.12
黄金,2011/3/22,1214.87,-0.91,55683382619.69
黄金,2011/3/21,1215.78,-10.62,55960245131.19
黄金,2011/3/18,1226.4,9.1,55977729342.36
黄金,2011/3/16,1217.3,4.56,54858999101.12
黄金,2011/3/15,1212.74,-0.91,54596005689.26
黄金,2011/3/14,1213.65,-1.83,55486271947.86
黄金,2011/3/11,1215.48,-1.82,55151222698.7
黄金,2011/3/7,1217.3,6.68,56253831093.39
黄金,2011/3/3,1210.62,-0.34,55325036723.82
黄金,2011/2/28,1210.96,-0.61,54918058337.63
黄金,2011/2/24,1211.57,-6.67,54967460503.08
黄金,2011/2/22,1218.24,-4.86,54860336577.81
黄金,2011/2/18,1223.1,-0.91,54393245857.75
黄金,2011/2/15,1224.01,-1.52,54012473769.98
黄金,2011/2/10,1225.53,-0.91,53314049048.55
黄金,2011/2/9,1226.44,-2.12,53817558934.99
黄金,2011/2/8,1228.56,-0.3,53852125757.16
黄金,2011/2/4,1228.86,-0.42,53531947974
黄金,2011/2/3,1229.28,2.13,52465427153.14
黄金,2011/1/31,1227.15,3.03,52336996928.51
黄金,2011/1/28,1224.12,-2.43,51894370566.81
黄金,2011/1/27,1226.55,-3.03,52609143059
黄金,2011/1/25,1229.58,-31.26,52325428058.58
黄金,2011/1/24,1260.84,-10.93,54426971453.54
黄金,2011/1/21,1271.77,20.34,54921017675.16
黄金,2011/1/19,1251.43,-5.47,55190474116.29
黄金,2011/1/18,1256.9,-2.43,55331061800.16
黄金,2011/1/14,1259.33,-5.76,55339184326.3
黄金,2011/1/13,1265.09,-6.38,56183048736.99
黄金,2011/1/11,1271.47,-1.21,56160832971
黄金,2011/1/10,1272.68,1.52,55979810386.01
黄金,2011/1/7,1271.16,-1.52,55863791250.72
黄金,2011/1/5,1272.68,-3.79,55972646803.36
黄金,2011/1/4,1276.47,-4.25,56961453600.36
黄金,2010/12/30,1280.72,-3.34,57854361055.93
黄金,2010/12/28,1284.06,-0.91,56974451221.59
黄金,2010/12/23,1284.97,-3.65,56728809845.44
黄金,2010/12/22,1288.62,-9.41,57449637121.81
黄金,2010/12/21,1298.03,-0.91,57703075351.08
黄金,2010/12/17,1298.94,15.18,57140542843.62
黄金,2010/12/16,1283.76,-2.43,56246156366.34
黄金,2010/12/15,1286.19,-0.6,57418043896.01
黄金,2010/12/14,1286.79,-3.04,57683676732.37
黄金,2010/12/10,1289.83,-3.95,57024053886.22
黄金,2010/12/9,1293.78,-1.52,57864770632.29
黄金,2010/12/8,1295.3,-2.43,57693862723.43
黄金,2010/12/7,1297.73,-0.3,59242164335.36
黄金,2010/12/3,1298.03,-0.42,58570015312.92
黄金,2010/12/2,1298.45,4.56,57965334918.04
黄金,2010/12/1,1293.89,7.29,57616933543.91
黄金,2010/11/29,1286.6,1.52,56114591232.19
黄金,2010/11/22,1285.08,-4.26,56032002598.59
黄金,2010/11/19,1289.34,3.04,55638938561.25
黄金,2010/11/18,1286.3,-4.56,55828954074.18
黄金,2010/11/11,1290.86,-0.91,58033579295.37
黄金,2010/11/10,1291.77,-1.21,57742937627.77
黄金,2010/11/9,1292.98,-1.22,59065796408.55
黄金,2010/11/8,1294.2,2.43,57769641705.14
黄金,2010/11/5,1291.77,-0.42,57953777276.36
黄金,2010/11/2,1292.19,-0.91,56106892567.98
黄金,2010/10/28,1293.1,-5.17,55421997703.7
黄金,2010/10/21,1298.27,-0.91,56065080065.77
黄金,2010/10/20,1299.18,-0.91,55917102175.26
黄金,2010/10/19,1300.09,-0.91,55956955474.72
黄金,2010/10/18,1301,-0.91,57178463421.06
黄金,2010/10/15,1301.91,-2.43,57230878287.57
黄金,2010/10/14,1304.34,19.14,57579511867.65
黄金,2010/10/13,1285.2,-2.13,56414720912.38
黄金,2010/10/11,1287.33,-0.91,55929887802.16
黄金,2010/10/8,1288.24,-0.3,55557147801.58
黄金,2010/10/7,1288.54,-13.37,55715860693.72
黄金,2010/10/4,1301.91,-0.43,54977368547.01
黄金,2010/10/1,1302.34,-2.44,55094325735.52
黄金,2010/9/30,1304.78,-0.91,54809778373.11
黄金,2010/9/28,1305.69,5.17,54303562255.15
黄金,2010/9/24,1300.52,-0.91,54216438209.96
黄金,2010/9/23,1301.43,-2.74,53993537870.78
黄金,2010/9/21,1304.17,-0.3,53447833829.94
黄金,2010/9/20,1304.47,3.64,53639123768.99
黄金,2010/9/17,1300.83,6.08,53271303142.26
黄金,2010/9/15,1294.75,-3.95,52732083379.1
黄金,2010/9/14,1298.7,6.08,52830988670.99
黄金,2010/9/13,1292.62,-0.91,51680320949.32
黄金,2010/9/9,1293.53,-0.91,52186923265.19
黄金,2010/9/3,1294.44,-0.47,51623681173.25
黄金,2010/9/2,1294.91,-9.12,51957307727.36
黄金,2010/9/1,1304.03,1.52,52240097915.31
黄金,2010/8/31,1302.51,3.95,52158816986.23
黄金,2010/8/27,1298.56,0.61,51543517389.54
黄金,2010/8/24,1297.95,-1.52,50978576790.4
黄金,2010/8/19,1299.47,3.95,51521560322.76
黄金,2010/8/18,1295.52,0.92,50719768079.86
黄金,2010/8/17,1294.6,7.9,51017587850.38
黄金,2010/8/12,1286.7,0.91,50170962399.42
黄金,2010/8/11,1285.79,3.04,49825893057.04
黄金,2010/8/5,1282.75,0.92,49175169896.84
黄金,2010/8/4,1281.83,-0.45,49429218865.05
黄金,2010/7/28,1282.28,-18.55,47680813932.58
黄金,2010/7/27,1300.83,-0.91,48831439202.74
黄金,2010/7/26,1301.74,-0.31,49514944898.25
黄金,2010/7/22,1302.05,-6.08,50198490330.2
黄金,2010/7/20,1308.13,-6.08,49740213569.92
黄金,2010/7/15,1314.21,-0.61,51030639131.82
黄金,2010/7/12,1314.82,0.31,50950264337.6
黄金,2010/7/9,1314.51,-1.53,51077508133.97
黄金,2010/7/8,1316.04,-0.44,50491916422.65
黄金,2010/7/6,1316.48,-2.43,50556512272.66
黄金,2010/7/2,1318.91,-0.31,50927866746.08
黄金,2010/7/1,1319.22,-1.22,52318637302.19
黄金,2010/6/29,1320.44,4.26,52389291963.35
黄金,2010/6/24,1316.18,3.05,52297209895.49
黄金,2010/6/22,1313.13,5.17,52166875926.99
黄金,2010/6/17,1307.96,1.82,52342705964.6
黄金,2010/6/10,1306.14,7.61,51118762775.85
黄金,2010/6/8,1298.53,12.17,52011975929.26
黄金,2010/6/4,1286.36,-3.48,49768903833.04
黄金,2010/6/3,1289.84,21.3,50364091680.77
黄金,2010/6/2,1268.54,0.31,49532563137.38
黄金,2010/6/1,1268.23,0.3,50041100299.15
黄金,2010/5/27,1267.93,0.3,49348976260.01
黄金,2010/5/26,1267.63,0.31,49378423890.97
黄金,2010/5/25,1267.32,30.43,48806853742.68
黄金,2010/5/24,1236.89,16.74,47187598227.52
黄金,2010/5/19,1220.15,3.04,46865205603.48
黄金,2010/5/17,1217.11,3.05,48353691438.37
黄金,2010/5/14,1214.06,4.56,48253849630.33
黄金,2010/5/12,1209.5,17.35,48112293893.59
黄金,2010/5/10,1192.15,3.65,45851585716.6
黄金,2010/5/7,1188.5,2.71,45932303552.26
黄金,2010/5/6,1185.79,19.79,45167038958.17
黄金,2010/5/5,1166,7,43654446872.25
黄金,2010/4/29,1159,6.09,43460318860.76
黄金,2010/4/28,1152.91,6.08,43019277635.68
黄金,2010/4/27,1146.83,0.61,42368468923.17
黄金,2010/4/26,1146.22,6.09,42530692503.05
黄金,2010/4/22,1140.13,-0.91,41545924840.04
黄金,2010/4/9,1141.04,0.61,42273072250.84
黄金,2010/4/8,1140.43,9.69,42085974381.94
黄金,2010/4/7,1130.74,0.92,41497454562.65
黄金,2010/3/29,1129.82,5.17,40214730739.59
黄金,2010/3/25,1124.65,4.57,39507851878.69
黄金,2010/3/23,1120.08,4.57,39654298544.18
黄金,2010/3/10,1115.51,-0.61,40179626514.93
黄金,2010/3/5,1116.12,0.61,40724108742.87
黄金,2010/3/3,1115.51,3.95,40756568544.64
黄金,2010/3/2,1111.56,4.57,40243822809.01
黄金,2010/2/23,1106.99,-0.91,39387353807.48
黄金,2010/2/22,1107.9,0.3,39714176499.78
黄金,2010/2/19,1107.6,-1.82,39615531568.87
黄金,2010/2/16,1109.42,3.04,39771403560.46
黄金,2010/2/5,1106.38,1.83,37630344183.06
黄金,2010/2/4,1104.55,-5.79,38465261690.19
黄金,2010/2/3,1110.34,-1.58,39809648342.42
黄金,2010/1/19,1111.92,-0.92,40494322063.98
黄金,2010/1/15,1112.84,-0.91,40350502616.23
黄金,2010/1/14,1113.75,-2.13,40751134811.35
黄金,2010/1/12,1115.88,-3.66,41296490731.86
黄金,2010/1/8,1119.54,-3.96,40551788106.31
黄金,2010/1/7,1123.5,-0.37,40822186753.92
黄金,2010/1/6,1123.87,-4.88,40813600746.24
黄金,2010/1/4,1128.75,-4.87,40683190567.2
黄金,2009/12/29,1133.62,0.91,40296738289.53
黄金,2009/12/21,1132.71,6.1,40249524731.75
黄金,2009/12/18,1126.61,6.1,39997931907.33
黄金,2009/12/16,1120.51,3.96,40971157926.36
黄金,2009/12/14,1116.55,0.3,40333513788.32
黄金,2009/12/8,1116.25,-13.72,41150594347.54
黄金,2009/12/4,1129.97,-1.52,43238599590.44
黄金,2009/12/3,1131.49,0.28,43970413003.97
黄金,2009/12/2,1131.21,0.61,44083583453.79
黄金,2009/12/1,1130.6,0.61,43333294332.02
黄金,2009/11/30,1129.99,2.13,42701854984.1
黄金,2009/11/25,1127.86,5.49,42768551224.69
黄金,2009/11/24,1122.37,0.91,41965433451.74
黄金,2009/11/23,1121.46,3.97,42157031716.92
黄金,2009/11/18,1117.49,3.66,41273705188.14
黄金,2009/11/13,1113.83,-0.61,39529246475.82
黄金,2009/11/9,1114.44,6.1,39651169705.3
黄金,2009/11/5,1108.34,-0.06,38803347686.17
黄金,2009/11/3,1108.4,4.88,37795708844.81
黄金,2009/10/30,1103.52,-0.91,36885823215.92
黄金,2009/10/28,1104.43,-1.22,36624279806.81
黄金,2009/10/27,1105.65,-1.22,36834002888.65
黄金,2009/10/26,1106.87,-1.22,37497837039.61
黄金,2009/10/21,1108.09,-1.22,37532338859.75
黄金,2009/10/7,1109.31,8.8,37097948206.9
黄金,2009/10/6,1100.51,2.44,36739188810.84
黄金,2009/10/5,1098.07,1.52,35484220960.63
黄金,2009/10/2,1096.55,1.22,35365563181.73
黄金,2009/9/30,1095.33,1.22,35054043342.43
黄金,2009/9/24,1094.11,-7.62,35509741472.45
黄金,2009/9/21,1101.73,15.25,35306917295.02
黄金,2009/9/16,1086.48,7.63,35474798576.48
黄金,2009/9/14,1078.85,1.22,34654121310.14
黄金,2009/9/4,1077.63,-0.38,34263569356.76
黄金,2009/9/3,1078.01,14.65,34055991095.23
黄金,2009/9/2,1063.36,1.53,32969475112.08
黄金,2009/8/25,1061.83,-4.58,32438517825.79
黄金,2009/8/21,1066.41,0.92,32648421701.4
黄金,2009/8/11,1065.49,-3.06,32289931055.51
黄金,2009/8/10,1068.55,-0.35,32460105599.5
黄金,2009/8/7,1068.9,-3.97,32839208835.51
黄金,2009/7/29,1072.87,-10.38,32102070200.72
黄金,2009/7/28,1083.25,-3.36,32874584044.23
黄金,2009/7/22,1086.61,-5.8,33118459908.27
黄金,2009/7/21,1092.41,-2.13,33278118994.24
黄金,2009/7/17,1094.54,-0.31,32983993942.78
黄金,2009/7/16,1094.85,0.31,32905557449.43
黄金,2009/7/14,1094.54,-15.27,32536396700.31
黄金,2009/7/8,1109.81,-10.38,32751602392.86
黄金,2009/7/6,1120.19,-0.36,33292855468.17
黄金,2009/6/30,1120.55,-5.19,33655237536.65
黄金,2009/6/25,1125.74,-5.5,33912613422.48
黄金,2009/6/22,1131.24,-0.91,33424709925.83
黄金,2009/6/5,1132.15,-0.35,35014265172.88
黄金,2009/6/3,1132.5,-1.53,35552099588.36
黄金,2009/6/1,1134.03,15.27,35783147721.62
黄金,2009/5/22,1118.76,13.14,34513504064.72
黄金,2009/5/13,1105.62,1.53,32840602943.8
黄金,2009/5/6,1104.09,-0.36,32300735860.45
黄金,2009/4/23,1104.45,-1.53,31861407518.3
黄金,2009/4/17,1105.98,-13.45,30947487561.03
黄金,2009/4/16,1119.43,-8.25,31684102516.71
黄金,2009/4/9,1127.68,0.31,31920165599.57
黄金,2009/4/3,1127.37,-0.07,32801656186.82
黄金,2009/3/27,1127.44,2.45,33484029768.06
黄金,2009/3/24,1124.99,10.7,33403440286.06
黄金,2009/3/23,1114.29,-0.31,33999575915.17
黄金,2009/3/20,1114.6,11.31,34180246787.51
黄金,2009/3/19,1103.29,18.96,33922337149.78
黄金,2009/3/18,1084.33,15.28,31134733165.77
黄金,2009/3/16,1069.05,12.23,31598639021.1
黄金,2009/3/13,1056.82,15.29,31526942558.2
黄金,2009/3/12,1041.53,3.36,30979076994.93
黄金,2009/3/11,1038.17,9.18,30019879746.68
黄金,2009/3/6,1028.99,-0.3,30963810802.33
黄金,2009/2/26,1029.29,0.31,30983063364.1
黄金,2009/2/19,1028.98,4.89,32431982827.7
黄金,2009/2/18,1024.09,15.29,31734811786.52
黄金,2009/2/17,1008.8,22.94,31390952883.33
黄金,2009/2/13,985.86,15.29,29648270477.8
黄金,2009/2/12,970.57,35.48,29430478583.54
黄金,2009/2/11,935.09,40.37,28197020005.48
黄金,2009/2/10,894.72,12.85,26167139271.04
黄金,2009/2/9,881.87,14.68,25373481387.18
黄金,2009/2/5,867.19,7.7,25649165928.21
黄金,2009/2/4,859.49,6.12,24999710972.35
黄金,2009/2/2,853.37,9.78,25185795934.21
黄金,2009/1/29,843.59,10.71,24192739552.59
黄金,2009/1/26,832.88,0.31,24368404326.08
